N,P,K,temperature,humidity,ph,rainfall,label
94,54,24,22.56822118,59.25664041,6.657466053,81.8701863,maize
88,38,25,24.07034018,64.23704211,6.687185918,101.672415,maize
86,36,20,28.25357672,63.53873633,5.617334837,63.30062197,maize
77,36,21,24.99209112,57.4373921,6.694624527,105.4027324,maize
67,51,18,22.6084767,60.83708399,6.169743656,80.64456972,maize
76,48,15,26.18680569,71.35951394,6.0077127579999995,108.4200625,maize
81,49,18,17.54087177,59.4366887,6.19295389,85.22122148,maize
91,55,19,19.33189528,70.75523159,6.0710767279999995,105.0549367,maize
86,37,20,20.18063465,60.55885615,6.491434274,90.96135611,maize
94,54,23,22.57032141,59.00403081,6.2514437029999995,76.9246177,maize
88,38,16,24.12004415,64.27611239,6.24637025,64.40623568,maize
86,36,17,28.94605711,63.59010647,5.677682724,67.49572854,maize
77,36,18,24.50504833,57.41286297,6.0350431129999995,98.88539059,maize
67,51,19,22.7338479,60.83002124,5.767808989,66.1217963,maize
76,48,20,26.32832933,71.41379802,5.838484316,91.82708832,maize
81,49,25,18.30708542,59.52521679,6.484988408,68.27332018,maize
91,55,16,20.00710338,70.62084821,6.015401242999999,86.4149946,maize
86,37,17,21.25749124,60.85628898,6.042791057,109.4567234,maize
94,54,18,22.76565743,59.22048637,5.809216118,88.57302637,maize
88,38,19,24.19882095,64.35412204,6.2839927979999995,106.3366664,maize
86,36,24,27.58230869,63.59450099,5.929611845,88.63504517,maize
77,36,15,24.58879635,57.46173449,6.4816171679999995,104.4418003,maize
67,51,22,23.17450019,60.85325436,5.785823116,71.48212365,maize
76,48,17,25.73043859,71.49956407,6.285648924,99.11299677,maize
81,49,20,17.62380195,59.51734771,6.467189164,73.72664134,maize
91,55,23,18.86573118,70.47563518,5.667671988,82.30817995,maize
86,37,24,21.62823313,60.7576865,6.252855136,106.7976601,maize
94,54,17,22.96363165,59.07757321,6.683352215,70.96528548,maize
88,38,20,24.18756895,64.45386619,5.947367849,98.85903021,maize
86,36,15,28.73805445,63.48584195,6.2844741479999995,102.5824473,maize
77,36,16,24.43734225,57.51317732,6.248340234,84.12168879,maize
67,51,17,23.08677288,60.8430762,5.989420109,67.0362504,maize
76,48,18,26.46033685,71.42567613,6.059244346,106.2314892,maize
81,49,21,18.07967612,59.32560553,5.847527773,79.80276036,maize
91,55,24,18.52378436,70.57807952,6.089272589,107.760336,maize
86,37,25,21.16540505,60.76057462,5.710205956,68.37070815,maize
94,54,16,22.38686548,59.05099399,6.527858287999999,85.5872725,maize
88,38,17,24.3037617,64.30879234,6.05192753,63.20093157,maize
86,36,18,29.37661113,63.56706258,5.810431543,71.66030882,maize
77,36,19,24.60143554,57.48699708,6.613724549,92.79197823,maize
67,51,20,22.86270664,60.81486349,6.271956897999999,107.2943135,maize
76,48,25,25.48057964,71.29446054,6.604444879,80.40517682,maize
81,49,16,18.13758924,59.41275169,5.786234766,108.1951936,maize
91,55,17,19.81301763,70.85888528,6.163097991,76.22174743,maize
86,37,18,20.80302841,60.85158846,6.059948698,95.26218109,maize
94,54,19,23.12239395,59.31702745,6.6222216989999995,63.93766129,maize
88,38,22,24.16353584,64.49618161,5.771398066,97.08874412,maize
86,36,23,28.15916468,63.528189,5.835074223,105.6431614,maize
77,36,20,25.09682938,57.46413063,5.673446145,75.1381342,maize
67,51,21,22.68778679,60.76599832,6.331365215,94.94829203,maize
76,48,24,25.23680039,71.29663881,6.58920136,106.6886235,maize
81,49,17,18.25628407,59.45889268,6.074101336,67.59095107,maize
91,55,18,19.92409852,70.81267381,6.394131531,89.93017386,maize
86,37,19,21.26105314,60.6938082,5.9241370979999995,98.58204745,maize
94,54,22,22.43360195,59.02296405,6.081201144,64.70867789,maize
88,38,23,24.24290088,64.39831757,6.412432929,101.8104295,maize
86,36,20,28.55111162,63.5192923,5.951376131,105.6158696,maize
77,36,21,24.84318347,57.38934859,6.271800738,96.00679292,maize
67,51,16,22.50102414,60.74472809,6.357211569,64.49592018,maize
76,48,17,26.14807309,71.5703175,6.090738264,109.1722551,maize
81,49,18,17.72067025,59.27118194,6.122589334,71.03767263,maize
91,55,19,20.1341461,70.64866159,6.094307656,98.74001903,maize
86,37,20,21.12685615,60.81914455,6.20489618,109.526173,maize
94,54,15,22.76097116,59.00253988,5.751022285,90.59502216,maize
88,38,21,24.02241557,64.39513818,6.246676605,67.25632747,maize
86,36,22,28.40461554,63.64781971,5.9521752229999995,92.80473947,maize
77,36,17,25.24571278,57.38299232,6.157841661,88.13489723,maize
67,51,18,22.7844606,60.80814194,6.05707532,93.9122606,maize
76,48,19,25.25905012,71.50201567,5.778943881,70.16530257,maize
81,49,20,18.03221091,59.36777304,6.145181348,64.17987826,maize
91,55,23,20.04285023,70.90570007,6.185090759,101.0375726,maize
86,37,16,21.08026006,60.62576507,5.858488618,109.504572,maize
94,54,17,22.62512864,59.26504016,6.018191927,91.39096308,maize
88,38,18,24.24018529,64.38318952,5.910713634,68.30962368,maize
86,36,19,28.2596547,63.58421556,6.360448886,86.75357873,maize
77,36,24,25.11460002,57.47056121,6.4400207489999995,99.81072719,maize
67,51,15,22.58729595,60.89006269,6.051986524,103.3560936,maize
76,48,16,25.62980443,71.42502869,5.957601706,73.6719255,maize
81,49,19,17.66068109,59.3765358,6.139884889,101.0505266,maize
91,55,24,19.93160782,70.88733253,6.394885943,64.15954805,maize
86,37,25,20.93510759,60.82398862,5.978996775,99.67143297,maize
94,54,16,22.25068036,59.29053582,6.388862753,78.49125961,maize
88,38,17,24.08310968,64.31182862,5.957224508,91.61547032,maize
86,36,18,28.36586591,63.55181133,6.282446585,64.80130033,maize
77,36,19,24.79282504,57.47145894,5.998575011,107.5206977,maize
67,51,20,22.73993854,60.70725949,5.749644212,67.19822767,maize
76,48,23,25.337903,71.40905441,6.724458527999999,106.2946904,maize
81,49,17,18.1084747,59.53337795,6.291109545,68.42968701,maize
91,55,18,19.71780012,70.74084162,6.287438358,94.18958709,maize
86,37,19,21.17860762,60.79532082,6.3060264689999995,64.4451576,maize
94,54,20,22.45357756,59.30977488,6.689232951,97.0640089,maize
88,38,23,24.18021191,64.38745027,6.326522001,63.43770763,maize
86,36,24,28.37083743,63.55790107,5.682166552,102.469337,maize
77,36,19,24.95530429,57.42883558,6.46221425,91.62411226,maize
67,51,20,22.81934121,60.78099719,6.243025364,105.9879679,maize
76,48,15,25.76419052,71.33775808,5.895534344,90.44360313,maize
81,49,16,17.66819885,59.36241856,6.075189231,106.306793,maize
91,55,17,20.04797788,70.78400324,5.8557671689999995,90.79277849,maize
86,37,18,21.18858415,60.84362543,5.759263903,106.8020323,maize
94,54,19,22.96582491,59.16353672,5.9005613189999995,83.2316681,maize
88,38,22,24.12377203,64.40113934,6.0368373229999995,95.97735076,maize
86,36,23,28.07510749,63.53008511,6.420107565,66.26531949,maize
77,36,24,24.77530859,57.50227456,6.1322177429999995,99.84271385,maize
67,51,16,22.46504149,60.73619898,6.240513568,103.2480371,maize
76,48,17,25.54219511,71.34635605,6.554042855,70.67727721,maize
81,49,18,17.54705149,59.38913327,5.945998084,64.23891713,maize
91,55,19,19.84257999,70.83506292,5.760460158,97.79409812,maize
86,37,20,21.24722125,60.75647724,6.112676773,106.4603863,maize
94,54,21,22.87997395,59.29301936,6.1838561379999995,91.93427614,maize
88,38,16,24.02262244,64.32148876,5.728991489,105.1787556,maize
86,36,17,28.5631462,63.5762025,5.694270586,90.25694892,maize
77,36,18,25.17537736,57.46424036,6.069219799,105.0742645,maize
67,51,21,22.7301884,60.79877859,5.821925054,64.34974479,maize
76,48,22,25.42348802,71.40364033,6.02978053,100.8327087,maize
81,49,25,18.06819585,59.25858677,6.351999264,94.14173304,maize
91,55,16,20.00171919,70.75199767,5.7655585979999995,87.20462015,maize
86,37,17,21.03203404,60.84373906,6.456935995,104.9381419,maize
94,54,18,22.52219478,59.28621867,5.836867284,70.56819727,maize
88,38,19,24.2553066,64.47238255,5.742346153,103.9333676,maize
86,36,24,27.81296351,63.47460133,6.071831236,67.88775964,maize
77,36,15,24.93112154,57.4334875,6.01511403,94.12272064,maize
67,51,18,22.83060543,60.82412467,6.285574374,103.4706764,maize
76,48,19,26.10764946,71.38816978,6.4914207589999995,68.99060734,maize
81,49,20,17.88714817,59.47568839,6.413270405,97.21936649,maize
91,55,23,19.93693773,70.73047988,5.803877744,66.18620182,maize
86,37,24,20.81944089,60.76432014,6.292856989,109.4646987,maize
94,54,17,22.96807862,59.19656252,6.684630931,70.2494187,maize
88,38,20,24.23880855,64.50758129,5.761298708,85.31762107,maize
86,36,15,28.59168784,63.57597623,6.6014872289999995,64.70677996,maize
77,36,16,24.67517885,57.42800424,5.957373565,83.13056602,maize
67,51,17,22.62324098,60.80498794,6.4663156589999995,107.102933,maize
76,48,18,25.75362122,71.48911536,6.444805828,79.86454104,maize
81,49,21,17.73241559,59.47870617,5.957556679,67.34634677,maize
91,55,22,19.58449138,70.76875879,6.373253239,93.181236,maize
86,37,23,21.03503769,60.89011697,5.824365568999999,70.57734526,maize
94,54,16,22.82858239,59.31966051,6.065464823,95.72677649,maize
88,38,17,24.31030567,64.36122058,6.5620254779999995,102.4512642,maize
86,36,18,28.76767129,63.6151278,6.376768499,91.67600103,maize
77,36,19,24.51957965,57.40640794,6.252237616,105.2372621,maize
67,51,22,22.93766948,60.88841386,6.266227353,97.92053562,maize
76,48,25,25.4379455,71.3757384,5.9554721789999995,69.54352722,maize
81,49,16,17.98138453,59.5371382,5.9226457979999995,105.7583725,maize
91,55,17,19.96313867,70.62470257,6.300767938,89.07437662,maize
86,37,18,21.17924107,60.75456624,5.967345214,107.4375574,maize
94,54,19,22.52161499,59.17243373,6.25609145,89.69749867,maize
88,38,22,24.15528578,64.51499211,6.13267707,106.0347876,maize
86,36,23,28.26475829,63.56223678,6.52694742,64.22515659,maize
77,36,20,24.87814515,57.40622968,6.1049350929999995,94.2394433,maize
67,51,15,22.51042047,60.73523307,6.422079768,103.7162351,maize
76,48,16,25.83516917,71.42744612,6.421149605,96.69290855,maize
81,49,17,18.36977439,59.27273105,5.8674258329999995,107.0602401,maize
91,55,18,19.84526172,70.77876409,6.490389456,70.8279703,maize
86,37,19,21.10628603,60.75222905,5.975059442,100.9254054,maize
94,54,20,22.52803247,59.2791973,6.005572818,65.0975439,maize
88,38,25,24.05389964,64.47369511,6.256885788,92.17968239,maize
86,36,16,28.98465942,63.55640988,5.758292654,107.7072556,maize
77,36,17,24.5443868,57.43077614,6.648383469,70.62484052,maize
67,51,18,22.65805929,60.89495629,6.031257625,97.44393669,maize
76,48,19,25.5171373,71.32489014,5.8933015729999995,64.67664441,maize
81,49,20,17.80737604,59.40695104,6.338327874,89.76939079,maize
91,55,23,20.07950168,70.68620102,5.9439382389999995,107.1668614,maize
86,37,24,20.73587436,60.77871717,6.1248783479999995,65.20827536,maize
94,54,17,22.54682134,59.31124491,6.530669399,105.4520522,maize
88,38,20,24.28272369,64.519999,6.055362962999999,92.02247244,maize
86,36,25,27.98598808,63.61706397,6.27492589,70.05815248,maize
77,36,16,24.67139979,57.47311022,6.547756924,97.92829922,maize
67,51,17,22.75810124,60.7899074,6.364783621,67.00193008,maize
76,48,18,25.98510759,71.32577938,6.225024401,102.4411136,maize
81,49,19,18.00464586,59.46336509,6.238890083,94.19678676,maize
91,55,24,19.7275046,70.72205706,5.901822202999999,66.2271124,maize
86,37,25,21.1621814,60.67623918,5.904787724,103.5306966,maize
94,54,16,22.75429419,59.30623819,6.5891128829999995,106.4281681,maize
88,38,17,24.18608459,64.35839409,6.000078206,67.40228467,maize
86,36,18,28.60117754,63.62033061,6.231694662999999,101.9542649,maize
77,36,19,24.78991445,57.40570861,6.530442735,68.28431819,maize
67,51,20,22.69349458,60.72059438,6.194865183,94.21413028,maize
76,48,23,25.56388855,71.35779289,6.601464186,97.12546336,maize
81,49,16,17.64429907,59.54385308,6.122620272999999,64.94516164,maize
91,55,17,19.80442511,70.7606631,6.239370289,98.72258847,maize
86,37,18,21.20434526,60.78789319,6.128634374,63.51772482,maize
94,54,19,22.99106438,59.24129505,5.778152263,105.8202287,maize
88,38,22,24.09115722,64.39419884,5.879192413,64.95617641,maize
86,36,23,28.56194972,63.57965626,6.3848874329999995,92.62848081,maize
77,36,24,25.17265732,57.43725698,6.002533845,105.1944008,maize
67,51,16,22.70502125,60.80776441,6.143919168,67.15201254,maize
76,48,17,25.80871988,71.49611311,6.201948949,103.6601823,maize
81,49,18,17.63362394,59.35644591,5.79327029,67.1664826,maize
91,55,19,19.93521622,70.7364513,6.530697661,95.03361794,maize
86,37,20,21.16955414,60.85230894,6.366431225,64.47001197,maize
94,54,21,22.48111901,59.18724265,6.1098559829999995,105.8278919,maize
88,38,16,24.26609512,64.41437746,6.523381205,97.19728486,maize
86,36,17,28.66315499,63.54182802,6.484420507999999,91.93910416,maize
77,36,18,24.76980059,57.4622528,6.191943775,107.4416662,maize
67,51,21,22.68820301,60.7864496,5.856516649,91.45670734,maize
76,48,22,25.3798894,71.47636195,6.134937529,64.22412767,maize
81,49,25,18.2040765,59.30190734,6.076937647999999,93.72727777,maize
91,55,16,20.03240432,70.78897354,6.409317833,68.17493734,maize
86,37,17,21.0201864,60.82963247,5.90216034,107.4409815,maize
94,54,18,22.40393728,59.23367762,6.481808345,64.20183155,maize
88,38,19,24.22377788,64.36485085,6.4332054979999995,91.93385367,maize
86,36,24,28.50949166,63.62273632,6.477542471,70.65532867,maize
77,36,15,25.06743716,57.46436645,5.912199861,106.740667,maize
67,51,18,22.67127246,60.86911548,6.401360261,64.36754246,maize
76,48,19,26.10603803,71.35087898,6.26397792,92.03610113,maize
81,49,20,17.95887824,59.42593288,5.924598603,102.5664326,maize
91,55,23,19.73955813,70.81149926,6.112005775,64.29553412,maize
86,37,24,21.05664112,60.7979503,6.303683204,105.223197,maize
94,54,17,22.7364705,59.2539291,6.5398150979999995,97.62193579,maize
88,38,20,24.09864805,64.34556733,6.117942421,64.31843356,maize
86,36,15,28.70704325,63.65623136,6.2337132179999995,99.65140094,maize
77,36,16,25.17321063,57.40353394,6.448021622,63.58335227,maize
67,51,19,22.7952435,60.72916134,5.768320597999999,100.6554476,maize
76,48,22,25.49962847,71.44730124,6.050485603,109.1504353,maize
81,49,17,18.15155957,59.45123832,6.285029902,63.44415806,maize
91,55,18,19.80027564,70.77660565,6.0338456589999995,102.7293176,maize
86,37,19,21.06505032,60.7918027,5.987304058,106.179309,maize
94,54,20,22.56595373,59.33841677,6.12721951,93.23709052,maize
88,38,25,24.11656055,64.47138435,6.028834439,67.33951442,maize
86,36,16,28.57988936,63.61791542,6.314964273,98.92015986,maize
77,36,17,24.72004017,57.46782979,6.164158872999999,64.37912661,maize
67,51,20,22.84130095,60.75003592,6.477085015,105.1536506,maize
76,48,17,25.90218651,71.35909242,6.320783579,63.30712302,maize
81,49,18,17.84647882,59.41442545,6.0513689929999995,98.9474165,maize
91,55,19,20.00721538,70.78236455,6.0812515279999995,64.31642277,maize
86,37,20,21.08773019,60.81089611,6.339974623,101.9011375,maize
94,54,23,22.51261441,59.19196194,6.00203566,63.24631352,maize
88,38,16,24.03493755,64.38093255,6.064563125,106.2523874,maize
86,36,17,28.80525894,63.62714628,6.2033873789999995,70.50670382,maize
77,36,18,24.64661523,57.47068458,6.031749401,98.75145602,maize
67,51,21,22.9057135,60.76717123,6.121468121,64.34918742,maize
76,48,22,25.54639816,71.46049903,6.31722296,105.9661653,maize
81,49,25,17.77783919,59.37525276,5.991174309,64.30727443,maize
91,55,16,20.00623089,70.79910311,6.067261052999999,105.9218987,maize
86,37,17,20.98913702,60.86044053,6.2481013189999995,64.32225426,maize
94,54,18,22.72607557,59.24809499,6.128227196,104.087486,maize
88,38,19,24.25604727,64.3850357,6.284362865,70.98799642,maize
86,36,24,28.69691203,63.57588567,5.9566948379999995,97.33962262,maize
77,36,15,24.74874154,57.42334207,6.333351036,66.05566559,maize
67,51,18,22.60072088,60.74047988,5.9044648829999995,106.6757074,maize
76,48,19,26.08107519,71.46245709,6.29587936,69.94202064,maize
81,49,20,17.87729939,59.45085802,6.2047265939999995,105.9827024,maize
91,55,23,19.97511971,70.71046335,5.972515702999999,65.31498154,maize
86,37,24,21.12336433,60.83243017,6.273333668,105.6015315,maize
94,54,17,22.49185619,59.26556916,6.4402926839999995,64.27684544,maize
88,38,20,24.0609274,64.34396047,6.057656799,105.9885879,maize
86,36,15,28.66977541,63.62767334,6.406491153,69.90835239,maize
77,36,16,24.79667171,57.43736586,6.368073097,106.5788925,maize
67,51,19,22.68424817,60.8432278,6.059255653,66.41282676,maize
76,48,20,25.67513494,71.33400927,5.836469846,105.6154896,maize
81,49,23,18.05717306,59.49988422,6.519489249,65.33225103,maize
91,55,16,20.02736399,70.71500374,6.202513535,106.5990179,maize
86,37,17,21.08277701,60.79234571,6.345148888,68.92632584,maize
94,54,18,22.70388871,59.24341444,6.009763662999999,105.677224,maize
88,38,25,24.2420439,64.46504825,5.894635381,65.0731613,maize
86,36,16,28.98647018,63.6657255,6.489594724,105.9938106,maize
77,36,17,24.44103819,57.42521608,6.155801676,64.31912162,maize
67,51,20,22.81907135,60.75789215,6.3136321279999995,105.7577646,maize
76,48,23,25.38822666,71.4127478,6.10622124,65.14571373,maize
81,49,16,17.97391405,59.49604984,6.548214119,105.8694371,maize
91,55,17,19.78603297,70.75010321,5.991527081,64.30817615,maize
86,37,18,20.9053588,60.82577605,6.1734227229999995,105.7640344,maize
94,54,19,22.4416289,59.19579767,5.928374225,64.26985877,maize
88,38,22,24.101345,64.40291611,6.1500539829999995,105.5837609,maize
86,36,23,28.61493928,63.55717965,6.251401247999999,68.88504539,maize
77,36,24,24.92317234,57.43324595,6.472794223,105.8205877,maize
67,51,16,22.74950908,60.81220878,6.254406624,64.24494063,maize
76,48,17,25.96558815,71.42064609,6.092678695,105.737472,maize
81,49,18,17.79280478,59.52979842,5.857499513,64.31152206,maize
91,55,19,20.00183151,70.76651469,6.418194925,105.9500993,maize
86,37,20,21.12320323,60.78561248,6.237003045,64.27564943,maize
94,54,21,22.61524551,59.26525598,6.44067149,105.624858,maize
88,38,16,24.25368871,64.40374582,6.321171304,68.79788586,maize
86,36,17,28.59394824,63.64934415,5.9821484129999995,105.5837587,maize
77,36,18,24.79001792,57.4409114,6.275324147999999,64.24272454,maize
67,51,21,22.80371711,60.79318432,5.971107446,105.7325647,maize
76,48,22,25.55238157,71.38898782,6.165112894,64.21558845,maize
81,49,25,18.10348592,59.44484923,6.088888775,105.9456584,maize
